Timestamp,Filt_Ch1,Filt_Ch2,Filt_Ch3,Filt_Ch4
795935.7046541,0.5195279765930954,-1.038500768319417,0.13973513401853785,-0.9058657062108422
795935.7085259,3.7064208443913507,-5.971976744683136,0.812820080549403,-5.497555361198962
795935.7128936,11.825972012376226,-15.043363390889523,2.38062614626483,-14.898901807354228
795935.7167733,22.817876277769976,-21.705067123735926,5.170850646023595,-24.0448084296444
795935.7207998,30.918915761640857,-18.913590864345593,9.465147785640706,-25.976632207600254
795935.7245022,33.48766507497589,-7.477437651410495,14.434881873622913,-20.09873197955719
795935.7288958,33.89766316949246,5.994701454033988,18.355734583328754,-12.538863121259157
795935.7328278,36.95172968445363,16.773801836822052,20.831570347317566,-9.393621355691838
795935.7367386,42.75996815971185,24.42316266664952,22.933031965897996,-11.154308689656748
795935.7406441,46.4828415802533,28.968188381364552,24.715010007183732,-13.54186074711842
795935.7448982,44.98240376164606,29.10560905371574,24.843759691561228,-12.675842574339303
795935.7489443,40.49666266575602,24.523836730011354,23.20508765209401,-8.359031511437399
795935.7529529,36.64665257357897,16.967347138249465,21.23834984475024,-2.992790792033066
795935.7566222,35.21753258718125,9.27743079343703,19.51519529199155,1.7260667461926877
795935.7612466,36.94073222106876,3.6341825768875258,17.753488140009434,6.092636643629467
795935.7646957,41.38643479962711,0.26388422772760983,16.11658262550414,9.755790187926177
795935.7684974,46.10171779019189,-1.0195120410091165,14.799615200456058,10.113531421079276
795935.7727313,47.970400503093586,0.3337480582202429,14.074843424894274,5.580702290641392
795935.776965,45.186957042331215,3.558161271538372,14.347791383854299,-0.9670234236757301
795935.7809012,37.59408526648856,6.066709403866846,14.923446539939892,-4.236893004350528
795935.7848693,26.62796133854831,5.91207969928958,14.564734955352687,-1.751507060502122
795935.7889278,14.949793217925361,3.118726805350273,14.106394755867907,4.8348017725473635
795935.7934308,4.018775083879731,-1.3334971613171698,16.157293105082246,12.431852812157642
795935.7967875,-7.0257325861721815,-6.995849771813644,20.84385614115822,18.092798188751956
795935.800668,-17.431963455851836,-13.029295025782607,24.126048793873515,19.807735849824166
795935.8048847,-22.637855976242395,-16.073941475049388,22.380898279292026,17.6498616666348
795935.8092339,-19.87895835785665,-12.764635272337152,16.800864132906764,13.361758284082942
795935.8127543,-13.167881397363358,-5.227020040532443,11.306388833846409,8.894496786928324
795935.8165798,-9.600096234290183,-0.2523367733342231,8.246298970110667,5.1061922502599435
795935.820554,-13.034958422226866,-1.9291627498461066,7.530045649172729,1.5715592480790082
795935.8249887,-22.881074825227888,-8.254257439056154,7.4941931603733565,-1.838143112235045
795935.828532,-36.402310926243246,-16.005272157243542,5.581749608212279,-4.84781859168538
795935.8327865,-50.54804964801343,-25.882812440515316,-0.33188530397590754,-8.332594360473864
795935.8366388,-63.080195388230976,-39.98674221037943,-10.190389197377359,-13.647159054671496
795935.8406408,-73.3872885583311,-56.11907825750263,-21.569170892112833,-21.183852644774166
795935.8446108,-82.69527248942377,-69.04473125688881,-32.518978858306625,-30.96698538043846
795935.8485108,-93.32599918721237,-77.27002555179442,-44.217391192461676,-43.54967430579849
795935.8525791,-106.31496634564327,-84.96539675539624,-58.79072395423749,-58.43433386705202
795935.857035,-119.44512683805853,-96.0364841694035,-75.55786655858077,-72.67034626149865
795935.8609257,-129.0127264856852,-108.32155252986372,-91.50354210584206,-83.31563439475316
795935.8647439,-132.96028810248205,-115.66748976908664,-102.94182904691272,-88.9924029342107
795935.8688415,-131.1456291494064,-114.5404875708309,-105.54336156953138,-88.39775832660987
795935.872668,-124.08429933964318,-105.79385660430424,-96.98869081462573,-80.66189058936084
795935.8765382,-112.19273906216088,-90.99969328550826,-80.37257396002626,-66.87346384682839
795935.8809074,-95.80670509653578,-71.28400192594061,-62.353050618207845,-49.935687611852835
795935.8848001,-76.45318095320621,-49.834276596128845,-48.80520217033687,-33.30217612195604
795935.8886025,-56.45937113435638,-31.12816478826099,-41.82360075261275,-18.889684498408737
795935.8929432,-36.667318311007584,-16.2590542173716,-38.027657981577846,-5.515518465482106
795935.8968451,-17.54699647690585,-2.1874615750905115,-31.343377149127672,9.916298013928504
795935.9004667,-1.2514932067042241,13.303782267426081,-19.43887428231642,28.67478267313916
795935.904884,11.24301814018054,28.970827504349632,-5.166362697617201,47.66325802722659
795935.9088263,23.060985861786694,42.66288555339826,8.556436224803479,62.20378332523586
795935.9127484,38.608978628745895,53.571875065773206,21.88303101954228,71.01318820080766
795935.9166317,58.90747085420809,62.01833268205896,35.277170460586014,76.8714238159323
795935.9208575,80.71663958822762,69.10613624870835,47.357081836928046,83.16479264832914
795935.9247391,99.39472444481181,76.5927303436295,57.07663077931197,90.86554676078809
795935.9288451,111.65556179988396,85.38301500421784,64.43323613233358,98.7695593913027
795935.9326808,116.69890608532705,94.16055438042862,68.37136306492506,105.29994626038781
795935.9367639,116.58099657846138,100.45752443839663,67.85675510071098,108.714132125659
795935.9409309,113.99780826972186,102.03034488281104,64.11112677582602,106.61395428852151
795935.9447256,108.89178833839736,97.82382812295234,58.2650084419835,97.29148624726187
795935.9485997,100.11220235232571,89.94327748126803,49.70939740986417,82.39123306706077
795935.9529986,88.97097870394839,83.16195786521406,39.84726737930916,67.38760496486726
795935.9565606,77.85641273521674,80.67924091042704,33.11085988442678,57.66504682623891
795935.9610572,67.75645870961061,81.53971659425952,30.735533451453335,54.09550836525618
795935.9655873,58.473549985695286,82.0461120021864,28.01118671853434,53.56925445275728
795935.968571,49.68559208710625,79.03839740876599,21.51217889991807,52.63129672903736
795935.9729668,41.90597383195438,72.58649585528381,14.710537531365853,49.4066544495198
795935.9768879,35.68563354808742,65.12904096853839,12.60713901941061,43.850292317503175
795935.9813318,30.038677187854468,57.627745578486135,14.303456052683629,37.34280624157823
795935.9845759,23.77332574854755,48.77827784202802,14.234632630255039,31.68169917151782
795935.9889263,16.474041430253834,38.01807511755489,8.466008356879037,27.96832284628672
795935.9928402,6.3685858366510795,25.722206515392884,-3.022626960913853,24.55815314405142
795935.9975398,-9.040751985821409,11.220427889858138,-18.969168877689157,16.674271083072835
795936.0009782,-29.036287579372917,-6.075847440493932,-37.92006591302691,1.3616506369142098
795936.0047523,-49.31634137772284,-24.73375780662773,-56.06237845893475,-18.494735776549206
795936.0086973,-65.8668290259324,-41.81359025323861,-68.31623484786459,-37.29018957233477
795936.0138487,-78.03840509871108,-54.2863579616491,-73.38850830158643,-51.619923088605326
795936.0166671,-86.6470965764224,-60.15078263312498,-74.34774367748638,-60.63210500982496
795936.0205531,-89.9656023515755,-59.442246032956774,-73.76098227195743,-63.159422275165646
795936.0249106,-85.4984988007069,-54.57998121191404,-71.58453653772175,-57.74117910118207
795936.0292027,-74.61550924007791,-49.06820008261213,-67.00830132459798,-46.35966699184388
795936.0329253,-61.443921259053404,-44.516316979812316,-59.47432819009708,-35.19799157028764
795936.0369407,-48.55004854181969,-38.84481244150951,-48.79574147704368,-29.683038234658117
795936.0408071,-35.90022990960761,-28.877032301585817,-36.06631593417583,-28.86913880997378
795936.0448761,-22.804659381936563,-14.308603530643563,-23.97874593396628,-26.043861239799284
795936.0485544,-8.855218654014351,2.6299849836209477,-14.311260482627285,-15.712005468120655
795936.0528225,6.83175610353906,20.085698862434704,-5.0508333188706125,1.7454618041887926
795936.0567966,24.504711087466056,36.64761457690748,7.565811212461866,21.98656289441308
795936.0614434,41.074813355254136,50.05868878359961,23.738797178017023,39.89544913638326
795936.0648117,50.67068670210429,57.889670600544925,39.01399889916519,51.0978513006848
795936.0686321,48.887784883772035,58.69097415635529,48.48555346926203,52.732675799070044
795936.0725148,36.77399058806137,52.62834574270102,49.90597495751659,43.663465857258274
795936.0769031,19.93284376343033,41.81601080066383,44.06546490776233,26.0959571494168
795936.0808249,3.4922599690593072,29.76303876803741,34.37820800518298,7.378753896626847
795936.0847922,-9.365272560696255,20.26857279082686,24.747237084103674,-3.7740731835521704
795936.088687,-16.45440257088088,15.399175104103355,17.392800240000017,-4.359350282536151
795936.0927987,-19.23375645611459,13.31930400666048,12.6100107287524,1.4557575859079512
795936.0966324,-22.38021111383156,10.468688404267644,9.30667838058049,7.147436082565117
795936.1009266,-26.89101641544322,6.638870454128442,6.279864501122169,8.860485882570204
795936.1048883,-28.28100865872461,5.387658084176023,2.959804058967775,6.928215607803285
795936.1085735,-24.08409095333513,8.918616210734502,-1.2172698686624108,2.783058612278808
795936.1129207,-18.75883862534076,13.792233694095708,-6.526273593228976,-4.236041713688493
795936.1168555,-18.26660369690214,13.964903758179585,-12.003572030107929,-14.67354776378219
795936.1206937,-22.406948614287007,8.3099944639518,-15.579422091636859,-25.68417403122808
795936.1246828,-25.27042143361766,1.807604069841727,-15.047390582832481,-32.791376872451
795936.1285004,-22.260648686923393,-0.21794067275354867,-9.214704798430262,-33.733145468346265
795936.1328429,-15.300054976893302,3.4617616298158476,0.9108183747768175,-29.220002742712698
795936.1367481,-10.835060513629893,9.412672994048112,11.686728800575404,-21.97821125128944
795936.1406703,-12.112318911657018,12.609740851215655,18.823710916669114,-15.942627932617334
795936.1445837,-15.453353337335699,11.04888663896085,20.11015126422946,-14.013568519049251
795936.1490331,-16.086514230235647,6.207522904251386,15.925645833006843,-16.28599487883904
795936.1527388,-13.630632854676186,0.30429384376940793,8.290857514755192,-21.01296203735517
795936.1565005,-10.002943034620516,-4.338579196169456,-0.3169043573967848,-26.540744952737988
795936.1609469,-6.495835308147367,-5.24412344886349,-7.047006068091769,-31.750330597598207
795936.1647754,-3.654150788667117,-1.6492291283235903,-8.313725413099608,-34.57368278157063
795936.1688071,-1.5217339303416755,4.000560286821042,-2.533780595483003,-32.385036709205124
795936.1725275,-0.25610452554493834,7.852255793982092,7.138357687411986,-24.97059201458989
795936.1765197,0.5142990162036607,8.875135357472317,15.640328079897504,-14.761755094372113
795936.1808837,2.971975238090738,9.97620698034407,20.185577134174856,-4.7425071157869
795936.1845979,7.781898507420037,13.242230215730677,19.85809712251177,1.8286449811063163
795936.1886111,10.722218573337763,15.961020317962777,14.217274038545316,2.326022439751535
795936.1925059,7.517020444279781,14.213147075283157,5.279944482761523,-2.4355689071555915
795936.196943,-0.7802581002593105,8.128896282737449,-2.138958172211744,-9.14251158867268
795936.2009328,-10.863684461604242,-0.13783743105191792,-5.207163782663741,-15.94457900241949
795936.2048036,-21.344613490636945,-10.48848372652714,-6.02893714382758,-22.773240974285436
795936.2089026,-31.539653782990776,-23.175196273995276,-8.18243398310039,-29.81728226091023
795936.2129752,-39.6297202429332,-35.537032672845314,-12.099725112450404,-37.169778952544725
795936.2169109,-43.69998978497721,-43.610090401177786,-14.819871410265625,-43.13691259688374
795936.2207654,-43.55911603594663,-46.391265503633605,-13.589016980239581,-43.7889170758091
795936.2246189,-40.85836011646927,-45.65567038180201,-9.100659725427478,-37.51012788686016
795936.228558,-37.930572829101166,-42.79655588326157,-5.140586975058145,-28.415266506284414
795936.2326591,-36.74934113537382,-39.58697907402191,-5.3331844707631735,-22.378272288709926
795936.2365192,-38.4857646622607,-39.734938137134264,-10.078640283092861,-21.513825828517
795936.2405394,-43.68964318914271,-46.00376332254852,-16.5731340865499,-24.445473730081943
795936.2448758,-51.803227829820344,-56.32846266838322,-22.34726243956028,-29.587548687791674
795936.2485569,-60.2488010951001,-64.32871145956118,-27.71640125023452,-36.460167260402294
795936.2526342,-65.0906632363215,-64.50926772370681,-32.7946983331868,-44.349752826207265
795936.2565171,-62.64757630329259,-56.43418772953924,-34.25241574035205,-50.07390431131284
795936.260877,-51.391649602221655,-43.8763010215723,-28.177656753975263,-48.50683486997976
795936.2646918,-33.53244631194336,-31.300515773029527,-15.094162696415424,-37.02680505118524
795936.2685339,-13.99863279832032,-21.00046082987629,-0.7491698239843636,-18.847130213248484
795936.2725331,2.731622756577109,-12.336014558575856,8.62296207044424,-1.0623367134666966
795936.2765155,15.197685997000598,-3.2837847463738195,11.494328230773988,10.45192562824334
795936.280982,24.889523810054683,7.1749645155369945,10.323815617104463,14.89205193729136
795936.2847943,34.24258238721203,18.425463230472488,8.148805996397064,15.888379586202763
795936.2886549,45.04241922217203,29.613482506996693,7.8883076632165094,17.259186050979444
795936.2925068,57.17594013764901,40.38182914387458,12.013569850427638,20.330869478670305
795936.2966124,68.46263092426534,49.90174225407677,21.259075434133635,24.93757558659171
