Timestamp,Filt_Ch1,Filt_Ch2,Filt_Ch3,Filt_Ch4
423689.6354457,1.770612914799443,1.6046100342443403,1.3271367382243238,1.362834248799515
423689.6392609,11.20192698005258,10.136692404798652,8.369308452791302,8.467156556808881
423689.643256,32.3183588206669,29.21189492984176,23.99641918232563,23.851367335535855
423689.6472997,57.29462190538661,51.77142765162098,41.88087517449348,40.90051904945658
423689.6513264,71.29642599297355,64.5044210491816,50.123140314478434,48.360226100418146
423689.6552689,68.03412646004908,61.7051552175465,43.71813124391364,42.20644211849704
423689.6596022,54.59159237982635,49.4437582294136,29.11444792160915,28.754260970703253
423689.6636434,41.95434336174125,37.427445912519424,16.67424633412827,17.370432233932696
423689.6678581,34.39952912297996,29.931246627193836,11.270946116452324,12.162082329040016
423689.6711796,28.252656974235492,24.17109770652615,10.408698629073353,10.48034469946201
423689.6754027,18.80308306024959,15.695338330708253,9.540081623025825,8.29662274951655
423689.679249,7.09446681697438,4.753286268969562,7.770753197739701,5.4933622516730995
423689.6833187,-0.4765250460144521,-2.986504510390678,8.143807018790302,5.509634865649708
423689.6874375,0.13203969176458652,-2.9712422063960373,12.708496951109304,10.301715814908164
423689.69168,4.923000834194934,1.8939362137435256,18.42200311792651,16.422034912399678
423689.6956766,6.124573309972036,3.841546503490442,19.394872396310774,17.694166683288817
423689.6995905,0.009830328267384558,-1.7024171141409936,12.916357200621327,11.642742948664733
423689.7033287,-11.822617035664369,-13.370713355051624,1.324666560215222,0.9233597893531162
423689.7077311,-25.78357123502803,-27.214779150768276,-11.504011340639849,-10.820556780918698
423689.711264,-38.01366345012628,-39.23237281874516,-22.902479429871388,-21.513779249741802
423689.7152463,-44.58987970708995,-45.64583518238438,-30.92571348193541,-29.67187639398325
423689.7192241,-42.94563789276189,-44.160434657002604,-33.876981739136504,-33.74506860806474
423689.7244565,-34.813266641626754,-36.66775372940982,-31.815060651532967,-33.38038195639607
423689.7276575,-26.919197892716777,-29.483059530952282,-27.614344471145404,-30.21417831935022
423689.7314517,-25.645794888130915,-28.175182864000675,-24.64516384037211,-26.348225193845828
423689.735216,-30.981041659604095,-32.34739108350041,-23.589931052734066,-22.806007605073663
423689.7405781,-38.50981463269654,-38.03301323888846,-23.450841848168047,-20.560431339207515
423689.7431679,-45.41076212482596,-43.45444152943501,-24.27322108264967,-21.02377014770502
423689.747591,-51.06912783673677,-49.03596056021748,-26.293030074511986,-23.689914193316437
423689.7518501,-55.05216551828767,-54.42570932967622,-28.68182785659221,-26.153734494742253
423689.7556423,-57.997897801043216,-58.952761955877,-31.184551222571653,-27.935013654863702
423689.759428,-61.45298355092878,-62.548332860378615,-34.520940340701834,-30.9451646996166
